Tabela_Final_País,Tabela_Final_Código,Tabela_Final_Ano,Tabela_Final_Energia_Hídrica_,Tabela_Final_Energia_Éolica_,Tabela_Final_Energia_Solar_,Tabela_Final_Energia_Renovável_,Tabela_Final_Renewables_bins_
Japan,JPN,2003,9.60,0.09,0.09,5.33,0.00
Japan,JPN,2004,9.27,0.13,0.12,5.26,0.00
Japan,JPN,2005,7.46,0.17,0.15,4.79,0.00
Japan,JPN,2006,8.39,0.21,0.17,5.31,0.00
Japan,JPN,2007,6.83,0.24,0.19,4.76,0.00
Japan,JPN,2008,7.52,0.29,0.22,4.83,0.00
Japan,JPN,2009,7.79,0.37,0.28,5.02,0.00
Japan,JPN,2010,7.71,0.37,0.33,5.68,0.00
Japan,JPN,2011,8.08,0.45,0.46,5.73,0.00
Japan,JPN,2012,7.28,0.46,0.63,5.65,0.00
Japan,JPN,2013,7.68,0.50,1.25,6.13,0.00
Japan,JPN,2014,8.08,0.51,2.23,6.94,0.00
Japan,JPN,2015,8.63,0.56,3.46,8.07,0.00
Japan,JPN,2016,7.87,0.61,4.55,7.98,0.00
Japan,JPN,2017,8.27,0.64,5.46,8.63,0.00
Japan,JPN,2018,7.97,0.71,6.19,9.32,0.00
Japan,JPN,2019,8.04,0.76,6.99,9.57,0.00
Japan,JPN,2020,8.17,0.88,8.20,11.16,0.00
Japan,JPN,2021,8.26,0.93,9.25,11.43,0.00
Kazakhstan,KAZ,1985,6.41,0.00,0.00,1.94,0.00
Kazakhstan,KAZ,1986,5.62,0.00,0.00,1.74,0.00
Kazakhstan,KAZ,1987,6.48,0.00,0.00,2.04,0.00
Kazakhstan,KAZ,1988,7.91,0.00,0.00,2.40,0.00
Kazakhstan,KAZ,1989,8.13,0.00,0.00,2.54,0.00
Kazakhstan,KAZ,1990,8.43,0.00,0.00,2.53,0.00
Kazakhstan,KAZ,1991,8.37,0.00,0.00,2.48,0.00
Kazakhstan,KAZ,1992,8.26,0.00,0.00,2.40,0.00
Kazakhstan,KAZ,1993,9.79,0.00,0.00,3.02,0.00
Kazakhstan,KAZ,1994,13.75,0.00,0.00,4.07,0.00
Kazakhstan,KAZ,1995,12.48,0.00,0.00,4.11,0.00
Kazakhstan,KAZ,1996,12.48,0.00,0.00,4.16,0.00
Kazakhstan,KAZ,1997,12.50,0.00,0.00,4.18,0.00
Kazakhstan,KAZ,1998,12.33,0.00,0.00,4.19,0.00
Kazakhstan,KAZ,1999,12.96,0.00,0.00,4.46,0.00
Kazakhstan,KAZ,2000,14.58,0.00,0.00,6.02,0.00
Kazakhstan,KAZ,2001,14.59,0.00,0.00,5.70,0.00
Kazakhstan,KAZ,2002,15.24,0.00,0.00,6.12,0.00
Kazakhstan,KAZ,2003,13.50,0.00,0.00,5.38,0.00
Kazakhstan,KAZ,2004,12.04,0.00,0.00,4.70,0.00
Kazakhstan,KAZ,2005,11.57,0.00,0.00,4.43,0.00
Kazakhstan,KAZ,2006,10.84,0.00,0.00,4.05,0.00
Kazakhstan,KAZ,2007,10.66,0.00,0.00,3.82,0.00
Kazakhstan,KAZ,2008,9.28,0.00,0.00,3.28,0.00
Kazakhstan,KAZ,2009,8.74,0.00,0.00,3.35,0.00
Kazakhstan,KAZ,2010,9.70,0.00,0.00,3.62,0.00
Kazakhstan,KAZ,2011,9.10,0.00,0.00,3.12,0.00
Kazakhstan,KAZ,2012,8.43,0.00,0.00,2.86,0.00
Kazakhstan,KAZ,2013,8.35,0.00,0.00,2.86,0.00
Kazakhstan,KAZ,2014,8.73,0.01,0.00,2.98,0.00
Kazakhstan,KAZ,2015,10.12,0.14,0.05,3.57,0.00
Kazakhstan,KAZ,2016,12.28,0.29,0.10,4.40,0.00
Kazakhstan,KAZ,2017,10.87,0.33,0.09,4.04,0.00
Kazakhstan,KAZ,2018,9.68,0.36,0.13,3.39,0.00
Kazakhstan,KAZ,2019,9.38,0.67,0.37,3.47,0.00
Kazakhstan,KAZ,2020,9.09,1.06,2.38,3.90,0.00
Kazakhstan,KAZ,2021,8.27,1.58,2.59,3.99,0.00
Kuwait,KWT,1985,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1986,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1987,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1988,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1989,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1990,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1991,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1992,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1993,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1994,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1995,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1996,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1997,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1998,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,1999,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2000,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2001,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2002,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2003,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2004,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2005,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2006,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2007,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2008,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2009,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2010,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2011,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2012,0.00,0.00,0.00,0.00,0.00
Kuwait,KWT,2013,0.00,0.02,0.00,0.00,0.00
Kuwait,KWT,2014,0.00,0.02,0.00,0.00,0.00
Kuwait,KWT,2015,0.00,0.02,0.00,0.00,0.00
Kuwait,KWT,2016,0.00,0.02,0.02,0.03,0.00
Kuwait,KWT,2017,0.00,0.04,0.01,0.04,0.00
Kuwait,KWT,2018,0.00,0.06,0.03,0.03,0.00
Kuwait,KWT,2019,0.00,0.06,0.03,0.03,0.00
Kuwait,KWT,2020,0.00,0.04,0.03,0.04,0.00
Latvia,LVA,1985,60.04,0.00,0.00,8.29,0.00
Latvia,LVA,1986,57.89,0.00,0.00,8.98,0.00
Latvia,LVA,1987,62.30,0.00,0.00,12.14,0.00
Latvia,LVA,1988,58.72,0.00,0.00,10.43,0.00
Latvia,LVA,1989,62.17,0.00,0.00,12.54,0.00
Latvia,LVA,1990,67.67,0.00,0.00,15.38,14.48
Latvia,LVA,1991,58.05,0.00,0.00,12.15,0.00
Latvia,LVA,1992,65.63,0.00,0.00,13.07,0.00
Latvia,LVA,1993,73.28,0.00,0.00,17.30,14.48
Latvia,LVA,1994,74.55,0.00,0.00,20.52,14.48
Latvia,LVA,1995,73.68,0.00,0.00,19.49,14.48
Latvia,LVA,1996,59.62,0.00,0.00,13.27,0.00
Latvia,LVA,1997,65.41,0.00,0.00,20.92,14.48
Latvia,LVA,1998,74.48,0.00,0.00,28.09,14.48
Latvia,LVA,1999,67.15,0.00,0.00,21.14,14.48
Latvia,LVA,2000,68.12,0.00,0.00,22.12,14.48
Latvia,LVA,2001,66.28,0.00,0.00,20.51,14.48
Latvia,LVA,2002,61.96,0.25,0.00,17.69,14.48
Latvia,LVA,2003,57.18,1.26,0.00,16.75,14.48
Latvia,LVA,2004,66.31,1.07,0.00,20.24,14.48
Latvia,LVA,2005,67.68,1.02,0.00,20.85,14.48
Latvia,LVA,2006,55.21,1.02,0.00,17.84,14.48
Latvia,LVA,2007,57.35,1.05,0.00,17.45,14.48
Latvia,LVA,2008,59.01,1.14,0.00,19.56,14.48
Latvia,LVA,2009,62.12,0.90,0.00,22.69,14.48
Latvia,LVA,2010,53.09,0.75,0.00,20.37,14.48
Latvia,LVA,2011,47.45,1.15,0.00,19.27,14.48
Latvia,LVA,2012,60.13,1.78,0.00,24.74,14.48
Latvia,LVA,2013,46.94,1.94,0.00,22.28,14.48
Latvia,LVA,2014,38.72,2.72,0.00,19.17,14.48
Latvia,LVA,2015,33.57,2.71,0.00,18.88,14.48
Latvia,LVA,2016,39.41,2.02,0.00,21.90,14.48
Latvia,LVA,2017,58.17,1.99,0.00,30.70,28.96
Latvia,LVA,2018,36.16,1.79,0.00,22.43,14.48
Latvia,LVA,2019,32.76,2.33,0.00,19.93,14.48
Latvia,LVA,2020,45.45,3.15,0.00,24.77,14.48
Latvia,LVA,2021,46.32,2.39,0.17,23.92,14.48
Lithuania,LTU,1985,1.88,0.00,0.00,0.64,0.00
Lithuania,LTU,1986,1.72,0.00,0.00,0.68,0.00
Lithuania,LTU,1987,1.59,0.00,0.00,0.61,0.00
Lithuania,LTU,1988,1.48,0.00,0.00,0.62,0.00
Lithuania,LTU,1989,1.32,0.00,0.00,0.57,0.00
Lithuania,LTU,1990,1.45,0.00,0.00,0.61,0.00
Lithuania,LTU,1991,1.16,0.00,0.00,0.47,0.00
Lithuania,LTU,1992,1.67,0.00,0.00,0.70,0.00
Lithuania,LTU,1993,2.80,0.00,0.00,1.14,0.00
Lithuania,LTU,1994,4.62,0.00,0.00,1.51,0.00
Lithuania,LTU,1995,2.74,0.00,0.00,1.12,0.00
Lithuania,LTU,1996,2.04,0.00,0.00,0.90,0.00
Lithuania,LTU,1997,2.09,0.00,0.00,0.88,0.00
Lithuania,LTU,1998,2.46,0.00,0.00,1.16,0.00
Lithuania,LTU,1999,3.15,0.00,0.00,1.39,0.00
Lithuania,LTU,2000,3.08,0.00,0.00,1.29,0.00
Lithuania,LTU,2001,2.31,0.00,0.00,1.06,0.00
Lithuania,LTU,2002,2.04,0.00,0.00,1.07,0.00
Lithuania,LTU,2003,1.71,0.00,0.00,0.95,0.00
Lithuania,LTU,2004,2.26,0.00,0.00,1.20,0.00
Lithuania,LTU,2005,3.16,0.00,0.00,1.41,0.00
Lithuania,LTU,2006,3.37,0.08,0.00,1.39,0.00
Lithuania,LTU,2007,3.17,0.83,0.00,1.70,0.00
Lithuania,LTU,2008,3.06,0.99,0.00,1.77,0.00
Lithuania,LTU,2009,2.92,1.11,0.00,2.19,0.00
Lithuania,LTU,2010,11.37,4.63,0.00,3.94,0.00
Lithuania,LTU,2011,12.03,11.78,0.00,4.59,0.00
Lithuania,LTU,2012,9.77,12.56,0.00,4.87,0.00
Lithuania,LTU,2013,13.07,15.08,1.26,6.83,0.00
Lithuania,LTU,2014,11.56,18.50,2.02,7.01,0.00
Lithuania,LTU,2015,8.75,20.25,1.75,7.43,0.00
Lithuania,LTU,2016,13.20,33.43,2.05,8.97,0.00
Lithuania,LTU,2017,17.91,40.60,2.09,10.22,0.00
Lithuania,LTU,2018,15.64,41.45,3.27,8.70,0.00
Lithuania,LTU,2019,11.15,47.77,2.87,9.70,0.00
Lithuania,LTU,2020,6.62,34.22,2.87,10.14,0.00
Lithuania,LTU,2021,9.11,32.61,4.56,9.49,0.00
Luxembourg,LUX,1985,7.41,0.00,0.00,0.82,0.00
Luxembourg,LUX,1986,8.44,0.00,0.00,0.98,0.00
Luxembourg,LUX,1987,9.66,0.00,0.00,1.23,0.00
Luxembourg,LUX,1988,6.90,0.00,0.00,1.13,0.00
Luxembourg,LUX,1989,5.08,0.00,0.00,0.76,0.00
Luxembourg,LUX,1990,11.29,0.00,0.00,0.66,0.00
Luxembourg,LUX,1991,11.43,0.00,0.00,0.73,0.00
Luxembourg,LUX,1992,10.61,0.00,0.00,0.61,0.00
Luxembourg,LUX,1993,10.45,0.00,0.00,0.60,0.00
Luxembourg,LUX,1994,15.25,0.00,0.00,0.78,0.00
Luxembourg,LUX,1995,18.37,0.00,0.00,0.95,0.00
Luxembourg,LUX,1996,13.33,0.00,0.00,0.65,0.00
Luxembourg,LUX,1997,19.51,0.00,0.00,0.90,0.00
Luxembourg,LUX,1998,32.43,2.70,0.00,1.29,0.00
Luxembourg,LUX,1999,25.00,5.56,0.00,1.05,0.00
Luxembourg,LUX,2000,30.00,5.00,0.00,1.37,0.00
Luxembourg,LUX,2001,13.79,2.30,0.00,1.25,0.00
Luxembourg,LUX,2002,3.57,0.71,0.00,1.03,0.00
Luxembourg,LUX,2003,2.87,1.08,0.00,0.92,0.00
Luxembourg,LUX,2004,2.97,1.19,0.30,1.11,0.00
Luxembourg,LUX,2005,2.69,1.49,0.60,1.17,0.00
Luxembourg,LUX,2006,3.11,1.69,0.57,1.39,0.00
Luxembourg,LUX,2007,3.76,1.88,0.63,1.54,0.00
Luxembourg,LUX,2008,4.78,2.21,0.74,1.65,0.00
Luxembourg,LUX,2009,3.49,1.90,0.63,1.64,0.00
Luxembourg,LUX,2010,3.40,1.85,0.62,1.55,0.00
Luxembourg,LUX,2011,2.27,2.27,1.14,1.47,0.00
Luxembourg,LUX,2012,3.62,2.90,1.45,1.85,0.00
Luxembourg,LUX,2013,6.52,4.35,3.80,2.30,0.00
Luxembourg,LUX,2014,5.76,4.19,4.71,2.56,0.00
Luxembourg,LUX,2015,7.46,7.46,7.46,2.84,0.00
Luxembourg,LUX,2016,15.19,12.66,12.66,3.05,0.00
Luxembourg,LUX,2017,10.00,25.56,12.22,3.81,0.00
Luxembourg,LUX,2018,9.38,26.04,12.50,4.16,0.00
Luxembourg,LUX,2019,10.28,26.17,12.15,4.77,0.00
Luxembourg,LUX,2020,7.38,28.69,13.11,6.85,0.00
Luxembourg,LUX,2021,8.94,25.20,14.63,7.10,0.00
Malaysia,MYS,1985,25.22,0.00,0.00,6.48,0.00
Malaysia,MYS,1986,25.54,0.00,0.00,6.46,0.00
Malaysia,MYS,1987,28.51,0.00,0.00,7.55,0.00
Malaysia,MYS,1988,29.60,0.00,0.00,8.28,0.00
Malaysia,MYS,1989,24.61,0.00,0.00,6.84,0.00
Malaysia,MYS,1990,17.50,0.00,0.00,4.94,0.00
Malaysia,MYS,1991,16.76,0.00,0.00,4.36,0.00
Malaysia,MYS,1992,13.66,0.00,0.00,3.72,0.00
Malaysia,MYS,1993,13.91,0.00,0.00,4.19,0.00
Malaysia,MYS,1994,16.31,0.00,0.00,5.27,0.00
Malaysia,MYS,1995,13.35,0.00,0.00,4.62,0.00
Malaysia,MYS,1996,9.71,0.00,0.00,3.45,0.00
Malaysia,MYS,1997,6.96,0.00,0.00,2.39,0.00
Malaysia,MYS,1998,6.95,0.00,0.00,2.66,0.00
Malaysia,MYS,1999,11.08,0.00,0.00,4.22,0.00
Malaysia,MYS,2000,9.92,0.00,0.00,3.68,0.00
Malaysia,MYS,2001,7.95,0.00,0.00,3.14,0.00
Malaysia,MYS,2002,6.71,0.00,0.00,2.59,0.00
Malaysia,MYS,2003,6.15,0.00,0.00,2.25,0.00
Malaysia,MYS,2004,5.84,0.00,0.00,2.32,0.00
Malaysia,MYS,2005,6.11,0.00,0.00,2.29,0.00
Malaysia,MYS,2006,6.12,0.00,0.00,2.37,0.00
Malaysia,MYS,2007,5.51,0.00,0.00,2.14,0.00
Malaysia,MYS,2008,6.87,0.00,0.00,2.62,0.00
Malaysia,MYS,2009,5.94,0.00,0.00,2.62,0.00
Malaysia,MYS,2010,5.10,0.00,0.00,2.33,0.00
Malaysia,MYS,2011,6.35,0.00,0.00,2.86,0.00
Malaysia,MYS,2012,6.90,0.00,0.01,2.91,0.00
Malaysia,MYS,2013,8.37,0.00,0.10,3.32,0.00
Malaysia,MYS,2014,9.08,0.00,0.16,3.56,0.00
Malaysia,MYS,2015,9.27,0.00,0.18,3.65,0.00
Malaysia,MYS,2016,12.78,0.00,0.20,4.85,0.00
Malaysia,MYS,2017,16.71,0.00,0.21,6.29,0.00
Malaysia,MYS,2018,15.44,0.00,0.37,6.25,0.00
Malaysia,MYS,2019,14.68,0.00,0.53,6.18,0.00
Malaysia,MYS,2020,16.38,0.00,0.69,7.16,0.00
Malaysia,MYS,2021,17.53,0.00,0.85,8.06,0.00
Mexico,MEX,1985,29.55,0.00,0.00,7.82,0.00
Mexico,MEX,1986,21.39,0.00,0.00,6.60,0.00
Mexico,MEX,1987,18.17,0.00,0.00,6.12,0.00
Mexico,MEX,1988,19.46,0.00,0.00,6.78,0.00
Mexico,MEX,1989,21.12,0.00,0.00,7.29,0.00
Mexico,MEX,1990,20.82,0.00,0.00,6.83,0.00
Mexico,MEX,1991,17.60,0.00,0.00,6.32,0.00
Mexico,MEX,1992,20.27,0.00,0.00,7.25,0.00
Mexico,MEX,1993,19.80,0.00,0.00,7.21,0.00
Mexico,MEX,1994,13.87,0.00,0.00,5.45,0.00
Mexico,MEX,1995,18.36,0.00,0.00,7.11,0.00
Mexico,MEX,1996,20.01,0.00,0.00,7.60,0.00
Mexico,MEX,1997,15.81,0.01,0.00,6.42,0.00
Mexico,MEX,1998,13.58,0.01,0.00,5.86,0.00
Mexico,MEX,1999,17.22,0.01,0.00,7.31,0.00
Mexico,MEX,2000,16.90,0.01,0.01,7.15,0.00
Mexico,MEX,2001,14.03,0.01,0.01,6.34,0.00
Mexico,MEX,2002,12.06,0.01,0.00,5.45,0.00
Mexico,MEX,2003,9.72,0.01,0.00,4.65,0.00
Mexico,MEX,2004,11.31,0.01,0.00,5.30,0.00
Mexico,MEX,2005,11.83,0.01,0.00,5.47,0.00
Mexico,MEX,2006,12.71,0.03,0.00,5.59,0.00
Mexico,MEX,2007,11.07,0.11,0.00,5.21,0.00
Mexico,MEX,2008,15.70,0.11,0.00,6.70,0.00
Mexico,MEX,2009,10.78,0.24,0.00,4.96,0.00
Mexico,MEX,2010,13.91,0.47,0.01,6.28,0.00
Mexico,MEX,2011,12.82,0.58,0.01,5.89,0.00
Mexico,MEX,2012,11.09,1.29,0.02,5.46,0.00
Mexico,MEX,2013,9.65,1.45,0.04,5.06,0.00
Mexico,MEX,2014,13.28,2.19,0.08,6.73,0.00
Mexico,MEX,2015,10.28,2.84,0.08,6.05,0.00
Mexico,MEX,2016,9.81,3.28,0.15,6.13,0.00
Mexico,MEX,2017,10.27,3.21,0.35,6.37,0.00
Mexico,MEX,2018,9.73,3.77,0.41,6.94,0.00
Mexico,MEX,2019,7.40,5.28,2.19,7.05,0.00
Mexico,MEX,2020,8.21,6.07,3.45,9.48,0.00
Mexico,MEX,2021,10.23,6.22,4.20,10.51,0.00
Morocco,MAR,1985,6.62,0.00,0.00,2.20,0.00
Morocco,MAR,1986,8.28,0.00,0.00,2.82,0.00
Morocco,MAR,1987,10.31,0.00,0.00,3.51,0.00
Morocco,MAR,1988,10.42,0.00,0.00,3.77,0.00
Morocco,MAR,1989,12.82,0.00,0.00,4.23,0.00
Morocco,MAR,1990,12.67,0.00,0.00,4.36,0.00
Morocco,MAR,1991,13.32,0.00,0.00,4.33,0.00
Morocco,MAR,1992,9.92,0.00,0.00,3.04,0.00
Morocco,MAR,1993,4.47,0.00,0.00,1.38,0.00
Morocco,MAR,1994,7.32,0.00,0.00,2.38,0.00
Morocco,MAR,1995,5.05,0.00,0.00,1.76,0.00
Morocco,MAR,1996,15.61,0.00,0.00,5.40,0.00
Morocco,MAR,1997,15.32,0.00,0.00,5.53,0.00
Morocco,MAR,1998,13.70,0.00,0.00,4.60,0.00
Morocco,MAR,1999,6.40,0.00,0.00,2.06,0.00
Morocco,MAR,2000,5.85,0.49,0.00,1.97,0.00
Morocco,MAR,2001,6.06,1.48,0.00,2.47,0.00
Morocco,MAR,2002,5.54,1.25,0.00,2.33,0.00
Morocco,MAR,2003,8.74,1.21,0.00,3.66,0.00
Morocco,MAR,2004,9.09,1.14,0.00,3.47,0.00
Morocco,MAR,2005,5.17,1.12,0.00,2.08,0.00
Morocco,MAR,2006,5.14,0.93,0.00,2.02,0.00
Morocco,MAR,2007,4.71,1.45,0.00,2.05,0.00
Morocco,MAR,2008,4.68,1.53,0.00,1.90,0.00
Morocco,MAR,2009,12.69,1.95,0.00,4.71,0.00
Morocco,MAR,2010,14.51,2.79,0.00,5.89,0.00
Morocco,MAR,2011,7.96,2.76,0.00,3.64,0.00
Morocco,MAR,2012,5.91,2.67,0.22,3.11,0.00
Morocco,MAR,2013,10.31,5.08,0.22,5.11,0.00
Morocco,MAR,2014,5.84,6.92,0.22,4.46,0.00
Morocco,MAR,2015,6.33,8.53,0.10,5.39,0.00
Morocco,MAR,2016,4.07,9.91,1.41,5.60,0.00
Morocco,MAR,2017,3.71,9.64,1.39,5.29,0.00
Morocco,MAR,2018,4.91,11.28,2.78,7.11,0.00
Morocco,MAR,2019,3.15,11.81,3.95,7.55,0.00
Morocco,MAR,2020,2.27,11.96,3.96,7.63,0.00
Morocco,MAR,2021,2.93,12.37,4.41,7.64,0.00
Netherlands,NLD,1985,0.00,0.00,0.00,0.17,0.00
Netherlands,NLD,1986,0.00,0.00,0.00,0.21,0.00
Netherlands,NLD,1987,0.00,0.00,0.00,0.26,0.00
Netherlands,NLD,1988,0.00,0.02,0.00,0.31,0.00
Netherlands,NLD,1989,0.05,0.03,0.00,0.34,0.00
Netherlands,NLD,1990,0.13,0.08,0.00,0.28,0.00
Netherlands,NLD,1991,0.13,0.12,0.00,0.32,0.00
Netherlands,NLD,1992,0.16,0.19,0.00,0.34,0.00
Netherlands,NLD,1993,0.12,0.22,0.00,0.37,0.00
Netherlands,NLD,1994,0.13,0.30,0.00,0.43,0.00
Netherlands,NLD,1995,0.11,0.40,0.00,0.46,0.00
Netherlands,NLD,1996,0.09,0.52,0.00,0.56,0.00
Netherlands,NLD,1997,0.10,0.54,0.00,0.64,0.00
Netherlands,NLD,1998,0.12,0.70,0.00,0.73,0.00
Netherlands,NLD,1999,0.10,0.74,0.01,0.79,0.00
Netherlands,NLD,2000,0.16,0.93,0.01,0.93,0.00
Netherlands,NLD,2001,0.13,0.89,0.01,0.99,0.00
Netherlands,NLD,2002,0.11,0.99,0.02,1.19,0.00
Netherlands,NLD,2003,0.07,1.37,0.03,1.16,0.00
Netherlands,NLD,2004,0.09,1.85,0.03,1.50,0.00
Netherlands,NLD,2005,0.09,2.08,0.04,2.08,0.00
Netherlands,NLD,2006,0.11,2.77,0.04,2.32,0.00
Netherlands,NLD,2007,0.10,3.28,0.04,2.42,0.00
Netherlands,NLD,2008,0.09,3.97,0.04,2.91,0.00
Netherlands,NLD,2009,0.09,4.03,0.04,3.43,0.00
Netherlands,NLD,2010,0.08,3.35,0.05,3.21,0.00
Netherlands,NLD,2011,0.05,4.48,0.09,3.81,0.00
Netherlands,NLD,2012,0.10,4.83,0.18,3.96,0.00
Netherlands,NLD,2013,0.11,5.55,0.40,3.95,0.00
Netherlands,NLD,2014,0.11,5.62,0.71,3.98,0.00
Netherlands,NLD,2015,0.08,6.94,1.02,4.50,0.00
Netherlands,NLD,2016,0.09,7.18,1.41,4.68,0.00
Netherlands,NLD,2017,0.05,9.14,1.90,5.49,0.00
Netherlands,NLD,2018,0.06,9.28,3.26,5.99,0.00
Netherlands,NLD,2019,0.06,9.53,4.47,7.30,0.00
Netherlands,NLD,2020,0.04,12.44,6.98,10.76,0.00
Netherlands,NLD,2021,0.07,14.80,9.46,12.37,0.00
New Zealand,NZL,1985,69.24,0.00,0.00,41.67,28.96
New Zealand,NZL,1986,75.30,0.00,0.00,43.01,28.96
New Zealand,NZL,1987,73.70,0.00,0.00,42.31,28.96
New Zealand,NZL,1988,73.87,0.00,0.00,42.15,28.96
New Zealand,NZL,1989,71.94,0.00,0.00,47.14,43.44
New Zealand,NZL,1990,71.09,0.00,0.00,41.46,28.96
New Zealand,NZL,1991,68.06,0.00,0.00,40.46,28.96
New Zealand,NZL,1992,63.51,0.00,0.00,37.51,28.96
New Zealand,NZL,1993,67.87,0.00,0.00,40.29,28.96
New Zealand,NZL,1994,73.41,0.00,0.00,41.25,28.96
New Zealand,NZL,1995,75.62,0.00,0.00,42.10,28.96
New Zealand,NZL,1996,71.14,0.02,0.00,39.54,28.96
New Zealand,NZL,1997,62.12,0.04,0.00,35.61,28.96
New Zealand,NZL,1998,67.03,0.06,0.00,38.76,28.96
New Zealand,NZL,1999,60.38,0.10,0.00,35.64,28.96
New Zealand,NZL,2000,63.31,0.31,0.00,36.37,28.96
New Zealand,NZL,2001,55.97,0.37,0.00,32.73,28.96
New Zealand,NZL,2002,62.39,0.38,0.00,35.13,28.96
New Zealand,NZL,2003,59.17,0.38,0.00,34.36,28.96
New Zealand,NZL,2004,64.94,0.87,0.00,37.79,28.96
New Zealand,NZL,2005,55.61,1.47,0.00,34.68,28.96
New Zealand,NZL,2006,55.47,1.47,0.00,34.81,28.96
New Zealand,NZL,2007,55.18,2.17,0.00,35.41,28.96
New Zealand,NZL,2008,52.18,2.48,0.00,34.40,28.96
New Zealand,NZL,2009,56.87,3.46,0.00,37.90,28.96
New Zealand,NZL,2010,56.19,3.72,0.00,38.82,28.96
New Zealand,NZL,2011,57.45,4.48,0.00,39.53,28.96
New Zealand,NZL,2012,52.54,4.77,0.00,36.91,28.96
New Zealand,NZL,2013,53.82,4.72,0.02,36.92,28.96
New Zealand,NZL,2014,56.44,5.13,0.05,37.54,28.96
New Zealand,NZL,2015,56.02,5.40,0.09,38.13,28.96
New Zealand,NZL,2016,59.83,5.41,0.14,38.99,28.96
New Zealand,NZL,2017,57.53,4.78,0.18,37.08,28.96
New Zealand,NZL,2018,59.84,4.72,0.23,38.16,28.96
New Zealand,NZL,2019,57.83,5.09,0.30,36.76,28.96
New Zealand,NZL,2020,55.65,5.28,0.37,39.06,28.96
New Zealand,NZL,2021,55.23,6.03,0.46,40.22,28.96
North Macedonia,MKD,1990,8.52,0.00,0.00,4.90,0.00
North Macedonia,MKD,1991,14.73,0.00,0.00,8.52,0.00
North Macedonia,MKD,1992,14.00,0.00,0.00,8.29,0.00
North Macedonia,MKD,1993,10.04,0.00,0.00,5.10,0.00
North Macedonia,MKD,1994,11.62,0.00,0.00,7.23,0.00
North Macedonia,MKD,1995,13.05,0.00,0.00,8.27,0.00
North Macedonia,MKD,1996,12.80,0.00,0.00,7.55,0.00
North Macedonia,MKD,1997,13.37,0.00,0.00,8.87,0.00
North Macedonia,MKD,1998,15.32,0.00,0.00,9.44,0.00
North Macedonia,MKD,1999,20.26,0.00,0.00,12.64,0.00
North Macedonia,MKD,2000,17.18,0.00,0.00,11.22,0.00
North Macedonia,MKD,2001,9.89,0.00,0.00,6.34,0.00
North Macedonia,MKD,2002,12.48,0.00,0.00,7.79,0.00
North Macedonia,MKD,2003,20.36,0.00,0.00,12.46,0.00
North Macedonia,MKD,2004,22.22,0.00,0.00,13.52,0.00
North Macedonia,MKD,2005,21.47,0.00,0.00,13.13,0.00
North Macedonia,MKD,2006,23.54,0.00,0.00,14.19,0.00
North Macedonia,MKD,2007,15.54,0.00,0.00,8.70,0.00
North Macedonia,MKD,2008,13.31,0.00,0.00,7.44,0.00
North Macedonia,MKD,2009,18.62,0.00,0.00,11.35,0.00
North Macedonia,MKD,2010,33.47,0.00,0.00,19.91,14.48
North Macedonia,MKD,2011,21.15,0.00,0.00,11.70,0.00
North Macedonia,MKD,2012,16.61,0.00,0.00,9.12,0.00
North Macedonia,MKD,2013,25.94,0.00,0.16,14.41,0.00
North Macedonia,MKD,2014,22.49,1.30,0.19,12.51,0.00
North Macedonia,MKD,2015,33.10,2.12,0.35,18.57,14.48
North Macedonia,MKD,2016,33.75,1.95,0.36,18.15,14.48
North Macedonia,MKD,2017,19.82,1.96,0.36,11.81,0.00
North Macedonia,MKD,2018,31.91,1.78,0.36,17.79,14.48
North Macedonia,MKD,2019,19.76,1.70,0.34,11.50,0.00
North Macedonia,MKD,2020,23.97,2.25,0.37,14.44,0.00
